"","hs_complete","taken_comp_classes","work_computer","computer_hours","income","job_satisfaction","retired_tech","computer_unemployment","computers_add_jobs","science_better","satisfaction_binomial","satisfaction_binom"
"1300","Yes","Yes","No",0,365,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1301","Yes","No","No",0,15000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"1302","Yes","No","No",0,0,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"1303","Yes","No","Yes",0,25000,NA,NA,"Not stated",NA,NA,"Not stated",NA
"1304","Yes","No","No",0,26000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly disagree","Strongly satisfied",1
"1305","Yes","Yes","No",0,32000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1306","Yes","No","Yes",35,20000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"1307","Yes","No","No",0,34000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1308","Yes","No","Yes",4,30000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"1309","Yes","Yes","Yes",1,30000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"1310","Yes","No","No",0,4800,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"1311","Yes","No","No",0,34000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1312","Yes","Yes","Yes",25,35000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1313","Yes","Yes","No",0,38000,"Somewhat satisfied",NA,NA,"Strongly disagree","No opinion","Somewhat satisfied",1
"1314","Yes","Yes","Yes",5,50000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"1315","Yes","Yes","Yes",20,40000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"1316","No","No","No",0,0,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"1317","Yes","No","Yes",4,60000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1318","Yes","No","No",0,40000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"1319","No","No","No",0,40000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1320","Yes","Yes","Yes",40,45000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"1321","Yes","No","Yes",9,50000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"1322","No","No","No",0,39000,"Somewhat satisfied",NA,"No","Strongly agree","Strongly agree","Somewhat satisfied",1
"1323","Yes","No","No",0,25000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1324","Yes","Yes","Yes",5,60000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"1325","Yes","No","Yes",4,52000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"1326","Yes","Yes","Yes",2,50000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"1327","Yes","No","Yes",2,42000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"1328","Yes","Yes","Yes",3,60000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"1329","Yes","Yes","No",0,25000,"Somewhat dissatisfied",NA,NA,"No opinion","Somewhat agree","Somewhat dissatisfied",0
"1330","Yes","Yes","No",0,25000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"1331","Yes","No","No",0,8000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1332","Yes","No","No",0,60000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"1333","Yes","No","No",0,30000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1334","Yes","No","No",0,21400,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat dissatisfied",0
"1335","Yes","No","No",0,6000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"1336","Yes","No","No",0,14000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1337","Yes","Yes","Yes",20,31000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"1338","Yes","No","No",0,9000,"Somewhat satisfied","No",NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"1339","Yes","No","No",0,52000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1340","Yes","No","No",0,24000,"Somewhat satisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat satisfied",1
"1341","No","No","No",0,7000,"Strongly dissatisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly dissatisfied",0
"1342","Yes","No","No",0,1152,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1343","Yes","No","No",0,60000,"Strongly satisfied","Not stated",NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"1344","Yes","Yes","No",0,384,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"1345","Yes","No","No",0,19000,"No opinion",NA,"No","No opinion","No opinion","No opinion",NA
"1346","No","No","No",0,20000,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat dissatisfied",0
"1347","Yes","No","No",0,1100,"Somewhat satisfied",NA,"No","Somewhat disagree","Strongly agree","Somewhat satisfied",1
"1348","No","No","Yes",15,46000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
"1349","No","No","No",0,50000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat disagree","Somewhat satisfied",1
"1350","Yes","No","No",0,35000,"Strongly satisfied",NA,NA,"Strongly disagree","No opinion","Strongly satisfied",1
"1351","Yes","Yes","No",0,396,"Somewhat satisfied",NA,NA,"Somewhat agree","No opinion","Somewhat satisfied",1
"1352","Yes","No","Yes",25,8000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"1353","Yes","Yes","No",0,30000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"1354","Yes","No","No",0,13000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"1355","Yes","No","No",0,25000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"1356","Yes","Yes","Yes",35,46000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"1357","Yes","Yes","No",0,40000,"Strongly satisfied","Not stated",NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1358","Yes","Yes","No",0,14000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat dissatisfied",0
"1359","Yes","No","No",0,28000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly disagree","Strongly satisfied",1
"1360","Yes","No","No",0,40000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1361","Yes","No","No",0,3700,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"1362","Yes","Yes","Yes",3,20000,"Somewhat dissatisfied",NA,NA,"No opinion","Somewhat agree","Somewhat dissatisfied",0
"1363","Yes","No","No",0,30000,"Somewhat satisfied",NA,NA,"No opinion","Strongly disagree","Somewhat satisfied",1
"1364","Yes","No","Yes",30,35000,"Strongly satisfied",NA,NA,"Strongly agree","No opinion","Strongly satisfied",1
"1365","Yes","Yes","No",0,792,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1366","Yes","No","No",0,50000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"1367","Yes","Yes","Yes",41,60000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"1368","Yes","No","No",0,768,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"1369","Yes","Yes","Yes",10,38000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"1370","Yes","Yes","Yes",30,25000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"1371","Yes","No","Yes",10,30000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat satisfied",1
"1372","Yes","Yes","Yes",41,47000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Strongly satisfied",1
"1373","Yes","Yes","No",0,52000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"1374","Yes","No","No",0,20000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1375","Yes","No","No",0,17000,"Strongly satisfied","No",NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"1376","Yes","No","No",0,40000,"Strongly dissatisfied",NA,NA,"No opinion","Strongly agree","Strongly dissatisfied",0
"1377","Yes","No","No",0,8000,"Somewhat dissatisfied",NA,"Yes","Strongly disagree","Strongly disagree","Somewhat dissatisfied",0
"1378","Yes","No","No",0,2500,"Strongly satisfied","No",NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"1379","Yes","No","Yes",35,48000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"1380","Yes","Yes","Yes",15,55000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"1381","Yes","No","Yes",15,23000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"1382","Yes","No","No",0,18000,"Strongly satisfied",NA,NA,"No opinion","Somewhat agree","Strongly satisfied",1
"1383","Yes","Yes","Yes",35,21500,"No opinion",NA,NA,"Strongly agree","Somewhat agree","No opinion",NA
"1384","Yes","No","No",0,40000,"Strongly satisfied",NA,NA,"Somewhat agree","No opinion","Strongly satisfied",1
"1385","Yes","Yes","No",0,60000,"Strongly dissatisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly dissatisfied",0
"1386","Yes","Yes","No",0,10000,"Strongly dissatisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly dissatisfied",0
"1387","Yes","Yes","Yes",20,42000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"1388","Yes","No","No",0,36000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"1389","Yes","No","No",0,10000,"Somewhat satisfied","No",NA,"No opinion","No opinion","Somewhat satisfied",1
"1390","Yes","No","No",0,18000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"1391","Yes","No","Yes",10,25000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"1392","Yes","Yes","Yes",6,15000,"Strongly dissatisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly dissatisfied",0
"1393","Yes","Yes","Yes",20,20000,"Somewhat satisfied",NA,NA,"Strongly agree","No opinion","Somewhat satisfied",1
"1394","No","No","No",0,32000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"1395","Yes","No","No",0,39000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1396","Yes","Yes","Yes",38,47000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"1397","Yes","No","Yes",8,36000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"1398","Yes","Yes","No",0,20000,"Somewhat dissatisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat dissatisfied",0
"1399","Yes","No","Yes",20,27000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"1400","Yes","Yes","Yes",20,33000,"Somewhat satisfied",NA,NA,"Strongly agree","Strongly disagree","Somewhat satisfied",1
"1401","Yes","Yes","Yes",10,17000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat dissatisfied",0
"1402","Yes","Yes","Yes",3,30000,"Strongly dissatisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly dissatisfied",0
"1403","Yes","Yes","No",0,1440,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
"1404","Yes","No","Yes",5,26000,"Strongly dissatisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly dissatisfied",0
"1405","Yes","Yes","No",0,6000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1406","Yes","No","No",0,15000,"Strongly dissatisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly dissatisfied",0
"1407","Yes","No","No",0,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1408","Yes","No","Yes",35,22000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat dissatisfied",0
"1409","Yes","No","Yes",35,25000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat dissatisfied",0
"1410","Yes","No","No",0,8000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"1411","Yes","No","No",0,35000,"Somewhat satisfied",NA,NA,"No opinion","Strongly agree","Somewhat satisfied",1
"1412","Yes","Yes","Yes",30,22000,"Somewhat dissatisfied",NA,NA,"Strongly agree","Somewhat agree","Somewhat dissatisfied",0
"1413","No","No","No",0,30000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"1414","Yes","Yes","No",0,50000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"1415","Yes","Yes","Yes",25,25000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"1416","Yes","Yes","Yes",40,60000,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat satisfied",1
"1417","No","No","Yes",20,20000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"1418","Yes","No","No",0,30000,"Somewhat satisfied",NA,"No","No opinion","Somewhat agree","Somewhat satisfied",1
"1419","Yes","No","No",0,14000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"1420","Yes","No","No",0,5000,"Somewhat dissatisfied",NA,NA,"No opinion","No opinion","Somewhat dissatisfied",0
"1421","Yes","No","No",0,9500,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
"1422","Yes","Yes","Yes",15,32000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"1423","Yes","Yes","Yes",37,32000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1424","Yes","Yes","Yes",40,35000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"1425","Yes","Yes","Yes",30,50000,"Somewhat dissatisfied",NA,"Yes","Somewhat agree","Strongly agree","Somewhat dissatisfied",0
"1426","Yes","Yes","No",0,33000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"1427","No","Yes","No",0,7000,"Somewhat satisfied",NA,NA,"Somewhat agree","Strongly agree","Somewhat satisfied",1
"1428","Yes","Yes","Yes",36,25000,"Strongly dissatisfied",NA,NA,"Strongly agree","Strongly disagree","Strongly dissatisfied",0
"1429","Yes","Yes","Yes",41,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1430","Yes","Yes","No",0,30000,"Strongly satisfied",NA,NA,"No opinion","Strongly agree","Strongly satisfied",1
"1431","Yes","No","No",0,31000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
"1432","Yes","No","Yes",5,32000,"Somewhat dissatisfied",NA,NA,"Strongly agree","Strongly agree","Somewhat dissatisfied",0
"1433","Yes","Yes","Yes",2,18000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1434","Yes","No","Yes",8,48000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1435","Yes","No","Yes",40,35000,"Somewhat satisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat satisfied",1
"1436","Yes","Yes","No",0,47000,"Somewhat dissatisfied",NA,NA,"Somewhat agree","Somewhat agree","Somewhat dissatisfied",0
"1437","Yes","No","Yes",15,55000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"1438","No","No","Yes",3,30000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1439","Yes","Yes","Yes",5,55000,"Strongly satisfied",NA,NA,"Strongly disagree","Strongly agree","Strongly satisfied",1
"1440","Yes","Yes","No",0,60000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Strongly agree","Somewhat satisfied",1
"1441","Yes","Yes","Yes",10,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1442","Yes","Yes","No",0,40000,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"1443","Yes","No","No",0,1200,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"1444","Yes","No","Yes",10,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1445","No","No","No",0,0,"Somewhat satisfied",NA,NA,"Strongly disagree","Strongly disagree","Somewhat satisfied",1
"1446","Yes","No","No",0,37000,"Somewhat satisfied",NA,"No","Somewhat disagree","Strongly agree","Somewhat satisfied",1
"1447","Yes","No","No",0,12000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"1448","Yes","Yes","Yes",25,30000,"Strongly satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Strongly satisfied",1
"1449","Yes","No","Yes",41,20000,"Somewhat satisfied",NA,NA,"Strongly disagree","Somewhat agree","Somewhat satisfied",1
"1450","No","Yes","Yes",20,40000,"Strongly satisfied",NA,NA,"Somewhat agree","Strongly agree","Strongly satisfied",1
"1451","Yes","No","Yes",10,12000,"Strongly satisfied",NA,NA,"Somewhat disagree","Strongly agree","Strongly satisfied",1
"1452","Yes","No","No",0,18000,"Strongly satisfied",NA,NA,"Somewhat agree","Somewhat agree","Strongly satisfied",1
"1453","Yes","No","Yes",40,30000,"Strongly satisfied",NA,NA,"Strongly agree","Somewhat agree","Strongly satisfied",1
"1454","No","No","No",0,0,"Strongly satisfied",NA,NA,"Strongly disagree","Somewhat agree","Strongly satisfied",1
"1455","Yes","Yes","Yes",18,35000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1456","Yes","No","No",0,20000,"Somewhat dissatisfied",NA,NA,"Strongly disagree","Strongly agree","Somewhat dissatisfied",0
"1457","No","No","No",0,15000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat agree","Somewhat satisfied",1
"1458","Yes","No","Yes",3,35000,"Somewhat satisfied",NA,NA,"No opinion","Somewhat agree","Somewhat satisfied",1
"1459","Yes","Yes","No",0,35000,"Strongly satisfied",NA,"No","Somewhat disagree","Somewhat agree","Strongly satisfied",1
"1460","Yes","Yes","No",0,60000,"Strongly satisfied",NA,NA,"Strongly agree","Strongly agree","Strongly satisfied",1
"1461","Yes","No","Yes",10,40000,"Somewhat satisfied",NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat satisfied",1
