eLife_ID,Count.number.of.answers,Collector.ID,Start_Date,End_Date,Time.to.complete,Time,Pace,Provided_Support,Not_ProvidedSupport,Why_NoSupport_NoResponsibility,Why_NoSupport_Invasive,Why_NoSupport_NoNeed,Why_NoSupport_Difficult,Why_NoSupport_Know,Why_NoSupport_Time,Why_NoSupport_SomeoneElse,Why_NoSupport_Qualified,Why_NoSupport_Timing,Why_NoSupport_OwnMH,Why_NoSupport_Politics,Why_NoSupport_Unsure,Why_NoSupport_PNTA,Why_NoSupport_Other,Supporter_CareerStage,Supporter_Officially,Supporter_MH,Supporter_NumberReceivers,Supporter_Country,Supporter_Country_Typos,Receiver_CareerStage,Receiver_CareerStage_Other,Receiver_MH_Perfectionism,Receiver_MH_BurnOut,Receiver_MH_Depression,Receiver_MH_LowSE,Receiver_MH_Anxiety,Receiver_MH_Sleep,Receiver_MH_Panic,Receiver_MH_Suicide,Receiver_MH_SelfHarm,Receiver_MH_Bereavement,Receiver_MH_Substance,Receiver_MH_Eating,Receiver_MH_ADHD,Receiver_MH_Bipolar,Receiver_MH_PTSD,Receiver_MH_Personality,Receiver_MH_Unsure,Receiver_MH_PNTA,Receiver_MH_Other,Receiver_MHCauses_Progress,Receiver_MHCauses_Workload,Receiver_MHCauses_Conflict,Receiver_MHCauses_Bullying,Receiver_MHCauses_Isolation,Receiver_MHCauses_Homesick,Receiver_MHCauses_Funding,Receiver_MHCauses_Admin,Receiver_MHCauses_Sexual,Receiver_MHCauses_Racism,Receiver_MHCauses_Physical,Receiver_MHCauses_MHInstitution,Receiver_MHCauses_NonMHInstitution,Receiver_MHCauses_NotAcademia,Receiver_MHCauses_NotSure,Receiver_MHCauses_PNTA,Receiver_MHCauses_Other,Receiver_MHCauses_Other_Dummy,Receiver_ProfessionalHelp,Receiver_Missing_Personal,Receiver_Missing_Peers,Receiver_Missing_Managers,Receiver_Missing_Institutions,Receiver_Missing_Pro,Receiver_Missing_OutPro,Receiver_Missing_Other,Lenght_Support,Supporter_Actions_OpenUp,Supporter_Actions_Resources,Supporter_Actions_HelpResources,Supporter_Actions_Emotional,Supporter_Actions_Advice,Supporter_Actions_Work,Supporter_Actions_Personal,Supporter_Actions_Crisis,Supporter_Actions_Adjustments,Supporter_Actions_Advocacy,Supporter_Actions_Unsure,Supporter_Actions_PNTA,Supporter_Actions_Other,Supporter_Regrets,Comfortable_withMH,Confident_withMH,Impact_Draining,Impact_Time,Impact_Work,Impact_Personal,Impact_Rewarding,Impact_PositiveDifference,Impact_Beacon,FiveWords,FiveWords_Recoded,Support_Institution,Support_Colleagues,Support_Personal,Support_Receiver,Support_Emotional_No,Support_Emotional_NoFind,Support_Emotional_Institution,Support_Emotional_Colleagues,Support_Emotional_Personal,Support_Emotional_Unsure,Support_Emotional_PNTA,Support_Emotional_Other,Support_Practical,Support_Practical_Other,Advice_Colleagues,Advice_Personal,Advice_Communities,Advice_Written,Advice_Training,Advice_Professionals,Advice_Other,Main_Barriers_NotAvailable,Main_Barriers_NoFind,Main_Barriers_Time,Main_Barriers_Financial,Main_Barriers_NotUseful,Main_Barriers_NoPb,Main_Barriers_Other,Advice_Needed,Advice_Useful,All_Age,All_Gender,All_Gender_Other,All_Minority_No,All_Minority_Ethnicity,All_Minority_Gender,All_Minority_Sex,All_Minority_Disability,All_Minority_SES,All_Minority_Unsure,All_Minority_PNTA,All_Minority_Other,Minority_NoGender_Recoded,All_CurrentRole,All_CurrentRole_Other,All_ResearchField,All_ResearchField_Other,All_Competitiveness,All_ResearchCulture,All_MH,All_UnderstandingMH,Consent_Share,All_Comments,Receiver_CareerStage_clean,Why_NoSupport_Other_Dummy,Why_NoSupport_Answered_Sum,Why_NoSupport_Answered_YN,Receiver_MH_Other_Dummy,Receiver_MH_Answered_Sum,Receiver_MH_Answered_YN,Receiver_Missing_Other_Dummy,Receiver_Missing_Answered_Sum,Receiver_Missing_Answered_YN,Supporter_Actions_Other_Dummy,Supporter_Actions_Answered_Sum,Supporter_Actions_Answered_YN,Support_Emotional_Other_Dummy,Support_Emotional_Answered_Sum,Support_Emotional_Answered_YN,Support_Practical_Other_Dummy,Support_Practical_Answered_Sum,Support_Practical_Answered_YN,Advice_Colleagues_Other_Dummy,Advice_Colleagues_Other,Main_Barriers_Other_Dummy,Main_Barriers_Answered_Sum,Main_Barriers_Answered_YN,All_Gender_Other_Dummy,All_Gender_Answered_Sum,All_Gender_Answered_YN,All_Minority_Other_Dummy,All_Minority_Answered_Sum,All_Minority_Answered_YN,All_CurrentRole_Other_Dummy,All_CurrentRole_Answered_Sum,All_CurrentRole_Answered_YN,All_ResearchField_Other_Dummy,All_ResearchField_Answered_Sum,All_ResearchField_Answered_YN,Supporter_CareerStage_clean,All_Gender_clean,All_CurrentRole_clean
1222,72,248048341,29/10/19 21:46,29/10/19 21:55,00:08:50,530,7.36,3,3,1,NA,NA,1,1,NA,1,1,NA,1,1,NA,NA,,4,1,2,2,Germany,Germany,3,,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,2,NA,NA,1,1,1,1,,5,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,,,5,4,5,5,4,5,1,4,2,"Exhausting, terrifying, stressful, sad.",Exhausting terrifying stressful sad,5,4,4,4,NA,NA,NA,1,1,NA,NA,,3,,4,4,5,5,5,2,,1,1,NA,NA,1,NA,,"Legal employment rights info, for complicated cases crossing different European country borders.",,2,3,,NA,NA,NA,NA,NA,NA,1,NA,,3,4,,18,,5,2,5,4,2,,3,0,7,1,0,9,1,0,4,1,0,3,1,0,2,1,0,3,1,NA,NA,0,3,1,0,3,1,0,1,1,0,4,1,0,18,1,4,3,4
1223,63,247890590,29/10/19 21:41,29/10/19 21:52,00:11:26,686,10.89,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,,6,3,2,2,USA,USA,3,,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,,,4,NA,NA,NA,1,NA,NA,financial help for students during trauma,3,1,1,1,1,NA,1,NA,NA,1,1,NA,NA,,,2,2,5,5,5,5,4,5,4,"stressful, uncomfortable, important, necessary, anxiety",stressful uncomfortable important necessary anxiety,2,3,4,5,NA,1,NA,NA,1,NA,NA,,3,,3,3,2,2,2,2,,1,1,1,1,1,NA,,how to support a student in crisis while building a new lab,it was hard to find resources due to confidentiality,3,3,,NA,NA,1,NA,NA,NA,NA,NA,chronic illness(es),2,6,,5,,4,2,5,4,2,"It is so important but also very hard, and I think something that falls more often on academics who are already vulnerable (early career researchers, especially women and people under-represented.)",3,0,2,1,0,3,1,1,2,1,0,7,1,0,2,1,0,3,1,NA,NA,0,5,1,0,3,1,1,2,1,0,6,1,0,5,1,6,3,6
1224,53,248048758,29/10/19 21:39,29/10/19 21:46,00:07:12,432,8.15,3,3,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,,7,1,1,2,England,UK,6,,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,overachievement,1,3,1,1,1,NA,NA,NA,"i think academics are prone to this sort of thing because we put great pressure on ourselves. We need to be protected from ourselves, as it were.",3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,,3,3,5,3,2,4,4,5,4,,,3,3,3,5,NA,1,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,4,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,NA,,5,1,4,2,2,It is a very difficult and sensitive subject due in part to the fact that people in academia have made a point of never failing at anything.,6,0,10,1,0,4,1,1,4,1,0,2,1,0,1,1,0,1,1,NA,NA,0,0,0,0,1,1,0,1,1,0,8,1,0,0,0,7,1,8
1225,47,248048758,29/10/19 18:19,29/10/19 21:52,03:32:39,12759,271.47,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,1,1,Colombia,Colombia,3,,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,1,NA,NA,NA,,5,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,,,1,2,1,1,2,1,5,5,5,"Deep, difficult, friendship, touching, couching",Deep difficult friendship touching couching,1,1,5,5,NA,NA,NA,NA,1,NA,NA,,2,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,NA,1,NA,NA,NA,NA,NA,NA,,2,3,,5,,5,3,5,4,2,"To listen to them carefully, in an open-minded way, avoid talking and judging. Offer your help for simple things, do pretend to have an answer for everything.",3,0,0,0,0,2,1,0,1,1,0,4,1,0,1,1,0,2,1,NA,NA,0,0,0,0,3,1,0,1,1,0,3,1,0,5,1,5,3,3
1226,17,247890590,29/10/19 21:36,29/10/19 21:39,00:02:49,169,9.94,5,4,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,5,5,5,5,1,,NA,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,1,1,0,4,1,0,5,1,NA,3,4
1227,57,248048758,29/10/19 21:28,29/10/19 22:00,00:32:12,1932,33.89,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,1,1,USA,USA,3,,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,2,NA,NA,NA,NA,1,NA,,5,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,,,5,4,5,4,5,4,5,4,3,,,4,3,4,4,NA,NA,NA,NA,1,NA,NA,,3,,3,4,1,2,2,2,Twitter and Facebook seemed like inappropriate ways to access resources while keeping confidentiality,1,1,1,1,NA,NA,,,My wife is a psychotherapist,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,4,2,4,4,2,This is a huge need. I appreciate any and all efforts in bringing awareness and resources to this problem.,3,0,0,0,0,3,1,0,1,1,0,5,1,0,1,1,0,3,1,NA,NA,0,4,1,0,1,1,0,1,1,0,6,1,0,5,1,6,1,6
1228,52,248048758,29/10/19 21:22,29/10/19 21:47,00:24:33,1473,28.33,3,3,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,,8,1,3,1,US,USA,8,,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a long period of overwork under high stress coupled with a contentious relationship breakup,1,2,NA,1,NA,NA,1,1,,3,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,This person was not at my institution and my support was long distance. The most important thing I did was actually years earlier reveal to this person that I had struggled with depression thus when they got desperate they reached out to me.,I wish I knew what to tell someone regarding sharing their plight with colleagues because I think that could be good or bad for them.,5,4,5,4,4,4,5,5,3,"Draining, Rewarding, Upsetting, Frustrating, Good",Draining Rewarding Upsetting Frustrating Good,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,I did not share this fact with anyone except by spouse,4,,2,5,1,1,2,2,,NA,1,NA,NA,NA,NA,,I think both but having struggled with Depression myself I know that even the best therapist does not have an easy answer.,My own experiences,5,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,0,Neuroscience,4,2,5,4,2,"I really think that all academic institutions should have trained therapists available to their faculty. These therapists need to fully understand the academic pressures people face and this may be different for faculty in an English department versus a science department. My strong belief is, if you want to make changes,you do it from the top down. If faculty are struggling then they will not be able to take care of the students.",8,0,3,1,0,2,1,0,3,1,1,4,1,1,1,1,0,4,1,NA,NA,0,1,1,0,3,1,0,1,1,0,8,1,1,1,1,8,3,8
1229,58,248048294,29/10/19 21:18,29/10/19 21:40,00:21:27,1287,22.19,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,,4,1,2,2,USA,USA,3,,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Problems with lab-mates,1,5,NA,1,1,NA,NA,NA,,4,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,,,4,4,5,2,1,5,5,4,2,"Intense, necessary, too common",Intense necessary too common,1,4,5,5,NA,NA,NA,NA,NA,1,NA,,3,,4,4,2,1,2,2,,NA,NA,1,NA,1,NA,,,,3,3,,NA,NA,NA,NA,NA,NA,NA,NA,Woman in stem,1,4,,5,,5,5,5,2,2,Sink or swim culture is behind most cases I was involved with,3,0,3,1,0,5,1,0,2,1,0,5,1,0,1,1,0,3,1,NA,NA,0,2,1,0,3,1,1,1,1,0,4,1,0,5,1,4,3,4
1230,15,248048758,29/10/19 21:14,29/10/19 21:16,00:01:34,94,6.27,5,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,5,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,5,,5,3,3,4,2,,NA,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,0,1,1,0,8,1,0,5,1,NA,1,8
1231,58,248048758,29/10/19 21:13,29/10/19 21:20,00:07:35,455,7.84,3,2,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,,3,1,2,2,USA,USA,3,,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,NA,1,1,NA,NA,,2,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,,,4,4,3,4,4,4,4,4,5,"Exhausting, eye-opening, sad",Exhausting eye-opening sad,2,2,3,4,1,NA,NA,NA,NA,NA,NA,,3,,2,4,1,1,2,2,,1,1,NA,NA,NA,NA,,where to go to first...its not easy to access a psychologist or psychiatrist right away,,2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,NA,,4,4,5,4,2,,3,0,3,1,0,4,1,0,2,1,0,4,1,0,0,0,0,3,1,NA,NA,0,2,1,0,3,1,0,1,1,0,4,1,0,0,0,3,3,4
1232,13,248048758,29/10/19 18:34,29/10/19 21:14,02:40:12,9612,739.38,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,5,3,4,1,2,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,0,1,1,0,6,1,0,5,1,NA,1,6
1233,58,248311715,29/10/19 21:06,29/10/19 21:26,00:19:44,1184,20.41,2,3,NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,NA,,4,1,2,1,New Zealand,New Zealand,3,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,5,NA,1,NA,1,1,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,I alerted their supervisor to the situation that led me to have concern for them,Talk to them about their situation,6,2,4,1,1,3,3,3,1,Getting my feet wet,Getting my feet wet,3,3,3,3,1,NA,NA,NA,NA,NA,NA,,3,,2,2,4,5,5,5,,NA,NA,1,NA,NA,NA,I didn't know the right questions to ask,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,"Somewhat, because of my ancestry",1,4,,5,,5,5,5,3,2,"I'm in a position where I provide brief, sporadic computational support to researchers, which doesn't give me much opportunity to support researchers in other ways. When I have those opportunities, I don't typically discuss mental health issues (including my own), because of anxiety about how my actions will be interpreted.",3,0,6,1,0,3,1,0,3,1,1,2,1,0,0,0,0,3,1,NA,NA,1,2,1,0,1,1,1,2,1,0,4,1,0,5,1,4,1,4
1234,53,247890590,29/10/19 21:03,29/10/19 21:22,00:18:30,1110,20.94,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,2,1,Germany,Germany,3,,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,High expectations from others (family/self/PI),1,2,1,1,NA,NA,1,1,Language barrier (Support was only offered in German),4,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,,,5,5,3,2,1,1,3,4,6,"positive thinking, listening, comfort, finding solution",positive thinking listening comfort finding solution,6,6,5,5,NA,NA,NA,NA,1,NA,NA,,3,,4,4,4,4,1,1,,NA,NA,NA,NA,NA,1,,Advice on comparing how Uni-based support is handled at different institutions within Germany,online resources (web search),2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,3,,5,,5,4,5,3,2,"Anyone can be a helper. Any minor contact can make a big difference in someone`s progress to well-being, confidence. Do report or alert, if a poor lab practice is noticed - it can be a life changing move.",3,0,0,0,0,2,1,1,5,1,0,3,1,0,1,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,3,1,0,5,1,3,3,3
1235,61,248048341,29/10/19 21:02,29/10/19 21:19,00:16:33,993,16.28,3,3,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,,2,1,2,2,France,France,2,,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,1,1,1,NA,,5,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,,,5,4,5,5,1,5,4,5,4,"difficult, time-consuming, constructive",difficult time-consuming constructive,1,2,5,5,NA,NA,NA,NA,1,NA,NA,,3,,2,4,3,2,2,2,,NA,1,1,1,NA,NA,,,,2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,3,,5,,5,5,5,5,2,,2,0,3,1,0,3,1,0,3,1,0,5,1,0,1,1,0,3,1,NA,NA,0,3,1,0,3,1,0,1,1,0,3,1,0,5,1,2,3,3
1236,49,248048758,29/10/19 20:55,29/10/19 21:11,00:15:20,920,18.78,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,,9,1,2,2,Germany,Germany,8,,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,1,NA,NA,NA,NA,,5,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,,,4,4,3,1,1,4,4,4,4,,,2,2,3,5,NA,NA,NA,1,1,NA,NA,,2,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,9,,5,,4,4,4,4,2,,8,0,3,1,0,3,1,0,1,1,0,4,1,0,2,1,0,2,1,NA,NA,0,0,0,0,3,1,0,1,1,0,9,1,0,5,1,9,3,9
1237,59,248311715,29/10/19 20:50,29/10/19 21:03,00:12:16,736,12.47,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9,1,2,2,New Zealand,New Zealand,4,,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,1,1,NA,NA,NA,,3,1,1,NA,1,NA,1,1,1,NA,1,NA,NA,,,4,3,4,4,3,5,5,5,5,,,2,2,5,5,NA,NA,NA,NA,1,NA,NA,,3,,2,4,5,3,2,2,,NA,1,NA,NA,NA,NA,,,,4,3,,NA,NA,1,NA,NA,NA,NA,NA,,NA,6,,16,,5,4,4,4,2,,4,0,0,0,0,5,1,0,2,1,0,7,1,0,1,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,6,1,0,16,1,9,3,6
1238,16,247890590,29/10/19 20:50,29/10/19 20:52,00:02:47,167,10.44,5,3,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,NA,NA,1,NA,NA,NA,NA,NA,,NA,4,,0,Computationnal biology,5,5,4,2,2,,NA,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,1,1,0,4,1,1,1,1,NA,3,4
1239,51,248048758,29/10/19 20:50,29/10/19 20:59,00:09:04,544,10.67,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,2,2,2,USA,USA,3,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,,2,NA,NA,NA,NA,1,NA,,3,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,,,5,4,4,4,3,3,5,5,5,a learning experience for me,a learning experience for me,4,4,6,5,1,NA,NA,NA,NA,NA,NA,,3,,4,1,1,1,4,3,,NA,1,NA,NA,NA,NA,,,,4,3,,NA,1,NA,NA,NA,NA,NA,NA,,2,8,,5,,5,2,5,5,2,,3,0,0,0,0,1,1,0,1,1,0,6,1,0,0,0,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,8,1,0,5,1,7,3,8
1240,51,248048341,29/10/19 20:49,29/10/19 21:01,00:12:00,720,14.12,3,3,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,,6,1,2,2,Australia,Australia,3,,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,NA,1,Genuine job prospects,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,,,5,5,4,2,4,1,4,4,3,I am a trained clinician,,3,4,2,4,1,NA,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,18,,5,2,4,5,2,In my opinion (an accredited psychologist) there is an epidemic of MH issues among PhD and ECR researchers much of it to do with job prospects,3,0,6,1,0,3,1,1,2,1,0,4,1,0,0,0,0,1,1,NA,NA,0,0,0,0,1,1,0,1,1,0,6,1,0,18,1,6,1,6
1241,60,248048758,29/10/19 20:49,29/10/19 20:56,00:07:24,444,7.4,4,3,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,,1,1,2,2,United States of America,USA,1,,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,1,NA,NA,,2,1,NA,NA,1,1,1,1,NA,1,NA,NA,NA,,,5,3,5,5,3,4,4,5,4,"Exhausting, concerning, stressful, saddening,",Exhausting concerning stressful saddening,3,5,5,5,1,NA,NA,NA,NA,NA,NA,,4,,4,4,6,6,6,6,,NA,NA,1,1,NA,NA,,What not to say or do. It was difficult to not make things worse.,,1,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,3,3,5,4,2,,1,0,4,1,0,3,1,0,1,1,0,6,1,0,0,0,0,4,1,NA,NA,0,2,1,0,1,1,0,1,1,0,6,1,0,5,1,1,1,6
1242,17,248048758,29/10/19 20:48,29/10/19 20:50,00:01:49,109,6.41,5,3,1,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,3,,11,,4,3,5,4,2,,NA,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,1,0,1,1,0,3,1,0,11,1,NA,3,3
